,Unnamed: 0,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
19365,2197,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,high
19366,3967,Younger than 25,1,Never married,20-39,2,"Started High School, No Diploma",4,governmental,Service/Hospitality,Black or African American alone,Male,low
19368,7913,60-69,6,Married,20-39,2,Bachelor Degree,8,private,Office/Administrative Support,Black or African American alone,Female,low
19369,19709,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
19370,20801,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Male,low
19371,6170,Younger than 25,1,Never married,More than 50,4,Bachelor Degree,8,governmental,"Science, Engineering, Technology",White alone,Female,low
19372,14918,25-29,2,Never married,40-49,3,"Started High School, No Diploma",4,private,Construction/Extraction,White alone,Female,low
19373,12051,50-59,5,Married,20-39,2,High School or GED Diploma,5,governmental,Management/Business,White alone,Female,low
19374,7880,Older than 70,7,Married,20-39,2,High School or GED Diploma,5,private,Management/Business,White alone,Female,low
19375,20844,50-59,5,Widowed,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,high
19376,19398,Younger than 25,1,Never married,More than 50,4,Associate Degree,7,private,Repair/Maintenance,White alone,Male,low
19377,21412,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
19378,21856,Older than 70,7,Married,Less than 20,1,Doctorate Degree,10,private,Counseling/Mental Health Services,Black or African American alone,Male,low
19379,19854,Younger than 25,1,Married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
19380,21193,50-59,5,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Male,low
19381,9827,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,high
19382,10253,50-59,5,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Counseling/Mental Health Services,White alone,Female,high
19383,20458,60-69,6,Married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Male,high
19384,4153,60-69,6,Married,20-39,2,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
19385,11952,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Repair/Maintenance,White alone,Male,low
19386,10384,40-49,4,Separated,20-39,2,"Started High School, No Diploma",4,self employed,Repair/Maintenance,White alone,Male,low
19388,16543,50-59,5,Married,More than 50,4,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
19389,17587,50-59,5,Separated,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
19390,17838,40-49,4,Separated,More than 50,4,High School or GED Diploma,5,governmental,Construction/Extraction,White alone,Male,high
19391,3501,Older than 70,7,Married,20-39,2,Doctorate Degree,10,private,Office/Administrative Support,Black or African American alone,Male,high
19392,7410,30-39,3,Never married,40-49,3,"Started High School, No Diploma",4,private,Office/Administrative Support,White alone,Male,low
19393,6882,40-49,4,Never married,20-39,2,"Started College, No Diploma",6,self employed,Management/Business,Black or African American alone,Female,low
19395,4561,50-59,5,Never married,Less than 20,1,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Male,low
19396,3602,40-49,4,Separated,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
19398,17688,40-49,4,Married,Less than 20,1,High School or GED Diploma,5,self employed,Service/Hospitality,White alone,Female,low
19399,6634,25-29,2,Never married,20-39,2,Bachelor Degree,8,private,Education,White alone,Female,low
19400,5391,30-39,3,Separated,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Female,low
19402,5328,50-59,5,Separated,40-49,3,Bachelor Degree,8,private,Counseling/Mental Health Services,White alone,Male,high
19403,18027,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Female,low
19404,9025,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
19405,5134,30-39,3,Married,40-49,3,"Started College, No Diploma",6,governmental,Transport,White alone,Female,high
19406,21014,50-59,5,Never married,20-39,2,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,low
19407,17548,40-49,4,Married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Female,low
19408,14052,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Education,White alone,Female,low
19409,1292,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Female,low
19410,13713,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Production/Assembly,Black or African American alone,Male,high
19411,4638,40-49,4,Married,40-49,3,Associate Degree,7,private,"Science, Engineering, Technology",Black or African American alone,Male,high
19412,4584,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Education,White alone,Male,high
19413,16159,60-69,6,Separated,Less than 20,1,High School or GED Diploma,5,self employed,Service/Hospitality,White alone,Female,low
19414,21070,60-69,6,Married,Less than 20,1,"Started College, No Diploma",6,governmental,Transport,Black or African American alone,Male,high
19415,11248,60-69,6,Married,20-39,2,"Started College, No Diploma",6,governmental,Entertainment,White alone,Male,high
19416,4661,50-59,5,Married,Less than 20,1,Master or other Degree Beyond Bachelor,9,self employed,Legal Services,White alone,Female,low
19417,16647,30-39,3,Married,40-49,3,Bachelor Degree,8,governmental,"Science, Engineering, Technology",White alone,Male,high
19418,13063,50-59,5,Married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Female,high
19419,8573,30-39,3,Never married,More than 50,4,"Started College, No Diploma",6,private,Protective Services,Black or African American alone,Male,high
19420,6073,30-39,3,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Female,high
19422,5198,50-59,5,Married,40-49,3,High School or GED Diploma,5,governmental,Repair/Maintenance,White alone,Male,high
19423,16090,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Production/Assembly,White alone,Male,high
19424,2835,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Male,low
19425,3426,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Sales,Black or African American alone,Male,low
19426,11057,Younger than 25,1,Married,20-39,2,"Started College, No Diploma",6,private,Repair/Maintenance,White alone,Male,low
19427,14186,60-69,6,Widowed,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Female,low
19428,20452,Younger than 25,1,Never married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Female,low
19429,9499,60-69,6,Separated,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
19430,19919,25-29,2,Never married,40-49,3,Associate Degree,7,private,Sales,Black or African American alone,Male,high
19431,18077,60-69,6,Widowed,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,Black or African American alone,Female,low
19432,5713,40-49,4,Married,40-49,3,Associate Degree,7,private,Management/Business,White alone,Female,low
19433,22233,25-29,2,Never married,20-39,2,"Started High School, No Diploma",4,private,Transport,Black or African American alone,Male,low
19434,16416,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,governmental,"Science, Engineering, Technology",Black or African American alone,Male,low
19435,16498,60-69,6,Married,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Male,low
19437,20335,25-29,2,Never married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",Black or African American alone,Male,low
19438,6384,50-59,5,Never married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
19439,11463,60-69,6,Married,20-39,2,Bachelor Degree,8,private,Service/Hospitality,White alone,Female,low
19440,8778,Older than 70,7,Married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Female,high
19441,17731,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Male,low
19442,3789,40-49,4,Married,More than 50,4,Associate Degree,7,private,Management/Business,White alone,Male,high
19443,9290,30-39,3,Married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,Black or African American alone,Female,high
19444,5459,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Male,high
19445,8585,30-39,3,Married,More than 50,4,Doctorate Degree,10,governmental,Education,Black or African American alone,Male,high
19446,9330,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,"Science, Engineering, Technology",White alone,Male,high
19447,8916,50-59,5,Married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
19448,17797,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Transport,White alone,Male,low
19449,2445,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,private,Sales,Black or African American alone,Female,low
19450,11669,50-59,5,Married,20-39,2,Doctorate Degree,10,private,Sales,White alone,Male,low
19451,20552,60-69,6,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Male,low
19452,3307,60-69,6,Separated,40-49,3,"Started College, No Diploma",6,private,Production/Assembly,Black or African American alone,Male,low
19453,17792,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Office/Administrative Support,White alone,Male,low
19454,13668,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Male,low
19455,7822,50-59,5,Separated,40-49,3,"Started College, No Diploma",6,self employed,"Science, Engineering, Technology",White alone,Male,low
19456,15979,25-29,2,Never married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
19457,749,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,"Science, Engineering, Technology",Black or African American alone,Female,low
19458,13137,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Education,Black or African American alone,Male,high
19459,16161,60-69,6,Separated,More than 50,4,High School or GED Diploma,5,private,Service/Hospitality,White alone,Male,low
19460,9190,40-49,4,Married,20-39,2,"Started College, No Diploma",6,governmental,Protective Services,White alone,Female,low
19461,3128,30-39,3,Never married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Male,low
19462,19171,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Finance/Accounting,Black or African American alone,Female,high
19463,19672,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Sales,White alone,Female,low
19464,20349,30-39,3,Separated,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,Black or African American alone,Female,high
19465,5879,50-59,5,Married,Less than 20,1,High School or GED Diploma,5,self employed,Service/Hospitality,White alone,Female,low
19466,666,Younger than 25,1,Never married,Less than 20,1,"Started College, No Diploma",6,governmental,Office/Administrative Support,Black or African American alone,Female,low
19468,10871,50-59,5,Separated,20-39,2,"Started High School, No Diploma",4,private,Construction/Extraction,White alone,Male,low
19469,16269,25-29,2,Never married,More than 50,4,"Started College, No Diploma",6,private,Production/Assembly,White alone,Male,low
19471,16912,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Management/Business,White alone,Male,high
19472,12141,Older than 70,7,Married,20-39,2,"Started High School, No Diploma",4,private,Transport,White alone,Male,low
19474,5290,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Female,low
19475,4443,30-39,3,Married,20-39,2,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Female,low
19476,8677,60-69,6,Married,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
19477,14334,Older than 70,7,Separated,40-49,3,Bachelor Degree,8,private,Management/Business,Black or African American alone,Male,high
19478,6244,30-39,3,Married,More than 50,4,"Started College, No Diploma",6,private,Office/Administrative Support,Black or African American alone,Male,high
19479,861,40-49,4,Separated,40-49,3,High School or GED Diploma,5,private,"Science, Engineering, Technology",White alone,Male,low
